campaignid,period,level_1,level_2,level_3,level_4,level_5,caab_code,count
2020-10_south-west_BOSS,J30,Physical,Relief,High,High (>3m),3,82003006,36
2020-10_south-west_BOSS,J30,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,J30,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,21
2020-10_south-west_BOSS,J31,Physical,Relief,High,High (>3m),3,82003006,24
2020-10_south-west_BOSS,J31,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,J31,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,32
2020-10_south-west_BOSS,J32,Physical,Relief,High,High (>3m),3,82003006,29
2020-10_south-west_BOSS,J32,Physical,Relief,Low / moderate,Low (<1m),1,82003003,3
2020-10_south-west_BOSS,J32,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,26
2020-10_south-west_BOSS,J33,Physical,Relief,High,High (>3m),3,82003006,7
2020-10_south-west_BOSS,J33,Physical,Relief,Low / moderate,Low (<1m),1,82003003,10
2020-10_south-west_BOSS,J33,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,42
2020-10_south-west_BOSS,J34,Physical,Relief,High,High (>3m),3,82003006,8
2020-10_south-west_BOSS,J34,Physical,Relief,Low / moderate,Low (<1m),1,82003003,2
2020-10_south-west_BOSS,J34,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,48
2020-10_south-west_BOSS,J35,Physical,Relief,Flat,NA,0,82003001,1
2020-10_south-west_BOSS,J35,Physical,Relief,High,High (>3m),3,82003006,19
2020-10_south-west_BOSS,J35,Physical,Relief,Low / moderate,Low (<1m),1,82003003,11
2020-10_south-west_BOSS,J35,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,32
2020-10_south-west_BOSS,J36,Physical,Relief,High,High (>3m),3,82003006,5
2020-10_south-west_BOSS,J36,Physical,Relief,Low / moderate,Low (<1m),1,82003003,9
2020-10_south-west_BOSS,J36,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,46
2020-10_south-west_BOSS,J37,Physical,Relief,Flat,NA,0,82003001,11
2020-10_south-west_BOSS,J37,Physical,Relief,High,High (>3m),3,82003006,8
2020-10_south-west_BOSS,J37,Physical,Relief,Low / moderate,Low (<1m),1,82003003,15
2020-10_south-west_BOSS,J37,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2020-10_south-west_BOSS,J38,Physical,Relief,Flat,NA,0,82003001,6
2020-10_south-west_BOSS,J38,Physical,Relief,High,High (>3m),3,82003006,6
2020-10_south-west_BOSS,J38,Physical,Relief,Low / moderate,Low (<1m),1,82003003,20
2020-10_south-west_BOSS,J38,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,29
2020-10_south-west_BOSS,J4,Physical,Relief,High,High (>3m),3,82003006,8
2020-10_south-west_BOSS,J4,Physical,Relief,Low / moderate,Low (<1m),1,82003003,1
2020-10_south-west_BOSS,J4,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,44
2020-10_south-west_BOSS,J5,Physical,Relief,High,High (>3m),3,82003006,9
2020-10_south-west_BOSS,J5,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,50
2020-10_south-west_BOSS,J6,Physical,Relief,High,High (>3m),3,82003006,44
2020-10_south-west_BOSS,J6,Physical,Relief,High,Wall,4,82003007,4
2020-10_south-west_BOSS,J6,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,3
2020-10_south-west_BOSS,J7,Physical,Relief,High,High (>3m),3,82003006,29
2020-10_south-west_BOSS,J7,Physical,Relief,Low / moderate,Low (<1m),1,82003003,13
2020-10_south-west_BOSS,J7,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,17
2020-10_south-west_BOSS,J8,Physical,Relief,High,High (>3m),3,82003006,2
2020-10_south-west_BOSS,J8,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,59
2020-10_south-west_BOSS,J9,Physical,Relief,Flat,NA,0,82003001,6
2020-10_south-west_BOSS,J9,Physical,Relief,High,High (>3m),3,82003006,25
2020-10_south-west_BOSS,J9,Physical,Relief,Low / moderate,Low (<1m),1,82003003,5
2020-10_south-west_BOSS,J9,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,27
2020-10_south-west_BOSS,OMR1,Physical,Relief,High,High (>3m),3,82003006,13
2020-10_south-west_BOSS,OMR1,Physical,Relief,High,Wall,4,82003007,10
2020-10_south-west_BOSS,OMR1,Physical,Relief,Low / moderate,Low (<1m),1,82003003,39
2020-10_south-west_BOSS,OMR1,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,9
2020-10_south-west_BOSS,OMR2,Physical,Relief,Flat,NA,0,82003001,30
2020-10_south-west_BOSS,OMR2,Physical,Relief,High,High (>3m),3,82003006,10
2020-10_south-west_BOSS,OMR2,Physical,Relief,High,Wall,4,82003007,2
2020-10_south-west_BOSS,OMR2,Physical,Relief,Low / moderate,Low (<1m),1,82003003,21
2020-10_south-west_BOSS,OMR3,Physical,Relief,Low / moderate,Low (<1m),1,82003003,45
2020-10_south-west_BOSS,OMR3,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,15
2020-10_south-west_BOSS,OMR4,Physical,Relief,High,High (>3m),3,82003006,13
2020-10_south-west_BOSS,OMR4,Physical,Relief,High,Wall,4,82003007,1
2020-10_south-west_BOSS,OMR4,Physical,Relief,Low / moderate,Low (<1m),1,82003003,42
2020-10_south-west_BOSS,OMR4,Physical,Relief,Low / moderate,Moderate (1-3m),2,82003004,4
